rank,signature_id,input_value,borrow_ratio,repay_ratio,replay_cycles,liquidity_offset,borrow_offset,supplied_capital,shares_received,borrowed_capital,debt_shares_minted,repaid_capital,debt_shares_burned,withdrawn_capital,phantom_debt_shares,phantom_debt_value,final_output,delta,loss_ratio_ppm,accumulated_delta,accumulated_phantom_debt_shares,accumulated_phantom_debt_value,accumulated_loss_ratio_ppm,confirmation_status
215,4,100000000,19/20,1/20,25,73,183,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-2256250075,2256250025,2256250050,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
216,4,100000000,19/20,1/20,25,191,174,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-2256250075,2256250025,2256250050,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
217,4,100000000,19/20,1/20,25,242,374,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-2256250075,2256250025,2256250050,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
218,4,100000000,19/20,1/20,25,411,372,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-2256250075,2256250025,2256250050,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
219,4,100000000,19/20,1/20,25,478,397,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-2256250075,2256250025,2256250050,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
220,4,100000000,19/20,1/20,25,8191,8191,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-2256250075,2256250025,2256250050,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
221,4,100000000,19/20,1/20,10,1,1,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-902500030,902500010,902500020,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
222,4,100000000,19/20,1/20,10,73,183,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-902500030,902500010,902500020,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
223,4,100000000,19/20,1/20,10,191,174,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-902500030,902500010,902500020,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
224,4,100000000,19/20,1/20,10,242,374,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-902500030,902500010,902500020,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
225,4,100000000,19/20,1/20,10,411,372,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-902500030,902500010,902500020,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
226,4,100000000,19/20,1/20,10,478,397,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-902500030,902500010,902500020,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
227,4,100000000,19/20,1/20,10,8191,8191,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-902500030,902500010,902500020,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
228,4,100000000,19/20,1/20,5,1,1,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-451250015,451250005,451250010,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
229,4,100000000,19/20,1/20,5,73,183,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-451250015,451250005,451250010,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
230,4,100000000,19/20,1/20,5,191,174,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-451250015,451250005,451250010,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
231,4,100000000,19/20,1/20,5,242,374,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-451250015,451250005,451250010,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
232,4,100000000,19/20,1/20,5,411,372,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-451250015,451250005,451250010,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
233,4,100000000,19/20,1/20,5,478,397,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-451250015,451250005,451250010,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
234,4,100000000,19/20,1/20,5,8191,8191,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-451250015,451250005,451250010,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
235,4,100000000,19/20,1/20,2,1,1,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-180500006,180500002,180500004,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
236,4,100000000,19/20,1/20,2,73,183,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-180500006,180500002,180500004,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
237,4,100000000,19/20,1/20,2,191,174,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-180500006,180500002,180500004,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
238,4,100000000,19/20,1/20,2,242,374,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-180500006,180500002,180500004,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
239,4,100000000,19/20,1/20,2,411,372,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-180500006,180500002,180500004,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
240,4,100000000,19/20,1/20,2,478,397,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-180500006,180500002,180500004,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
241,4,100000000,19/20,1/20,2,8191,8191,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-180500006,180500002,180500004,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
242,4,100000000,19/20,1/20,1,1,1,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-90250003,90250001,90250002,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
243,4,100000000,19/20,1/20,1,73,183,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-90250003,90250001,90250002,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
244,4,100000000,19/20,1/20,1,191,174,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-90250003,90250001,90250002,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
245,4,100000000,19/20,1/20,1,242,374,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-90250003,90250001,90250002,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
246,4,100000000,19/20,1/20,1,411,372,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-90250003,90250001,90250002,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
247,4,100000000,19/20,1/20,1,478,397,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-90250003,90250001,90250002,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
248,4,100000000,19/20,1/20,1,8191,8191,100000000,99999999,95000000,95000000,4750000,4749999,99999999,90250001,90250002,9749997,-90250003,902500,-90250003,90250001,90250002,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
249,4,100000000,19/20,1/20,10000,0,0,100000000,100000000,95000000,95000000,4750000,4750000,100000000,90250000,90250000,9750000,-90250000,902500,-902500000000,902500000000,902500000000,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
250,4,100000000,19/20,1/20,1000,0,0,100000000,100000000,95000000,95000000,4750000,4750000,100000000,90250000,90250000,9750000,-90250000,902500,-90250000000,90250000000,90250000000,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
251,4,100000000,19/20,1/20,100,0,0,100000000,100000000,95000000,95000000,4750000,4750000,100000000,90250000,90250000,9750000,-90250000,902500,-9025000000,9025000000,9025000000,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
252,4,100000000,19/20,1/20,25,0,0,100000000,100000000,95000000,95000000,4750000,4750000,100000000,90250000,90250000,9750000,-90250000,902500,-2256250000,2256250000,2256250000,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
253,4,100000000,19/20,1/20,10,0,0,100000000,100000000,95000000,95000000,4750000,4750000,100000000,90250000,90250000,9750000,-90250000,902500,-902500000,902500000,902500000,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
254,4,100000000,19/20,1/20,5,0,0,100000000,100000000,95000000,95000000,4750000,4750000,100000000,90250000,90250000,9750000,-90250000,902500,-451250000,451250000,451250000,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
255,4,100000000,19/20,1/20,2,0,0,100000000,100000000,95000000,95000000,4750000,4750000,100000000,90250000,90250000,9750000,-90250000,902500,-180500000,180500000,180500000,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
256,4,100000000,19/20,1/20,1,0,0,100000000,100000000,95000000,95000000,4750000,4750000,100000000,90250000,90250000,9750000,-90250000,902500,-90250000,90250000,90250000,902500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
257,5,100000000,9/10,1/100,10000,1,1,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-891000030000,891000010000,891000020000,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
258,5,100000000,9/10,1/100,10000,73,183,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-891000030000,891000010000,891000020000,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
259,5,100000000,9/10,1/100,10000,191,174,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-891000030000,891000010000,891000020000,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
260,5,100000000,9/10,1/100,10000,242,374,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-891000030000,891000010000,891000020000,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
261,5,100000000,9/10,1/100,10000,411,372,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-891000030000,891000010000,891000020000,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
262,5,100000000,9/10,1/100,10000,478,397,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-891000030000,891000010000,891000020000,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
263,5,100000000,9/10,1/100,10000,8191,8191,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-891000030000,891000010000,891000020000,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
264,6,100000000,99/100,1/10,10000,1,1,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-891000030000,891000010000,891000020000,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
265,6,100000000,99/100,1/10,10000,73,183,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-891000030000,891000010000,891000020000,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
266,6,100000000,99/100,1/10,10000,191,174,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-891000030000,891000010000,891000020000,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
267,6,100000000,99/100,1/10,10000,242,374,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-891000030000,891000010000,891000020000,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
268,6,100000000,99/100,1/10,10000,411,372,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-891000030000,891000010000,891000020000,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
269,6,100000000,99/100,1/10,10000,478,397,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-891000030000,891000010000,891000020000,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
270,6,100000000,99/100,1/10,10000,8191,8191,100000000,99999999,99000000,99000000,9900000,9899999,99999999,89100001,89100002,10899997,-89100003,891000,-891000030000,891000010000,891000020000,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
271,5,100000000,9/10,1/100,1000,1,1,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-89100003000,89100001000,89100002000,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
272,5,100000000,9/10,1/100,1000,73,183,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-89100003000,89100001000,89100002000,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
273,5,100000000,9/10,1/100,1000,191,174,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-89100003000,89100001000,89100002000,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
274,5,100000000,9/10,1/100,1000,242,374,100000000,99999999,90000000,90000000,900000,899999,99999999,89100001,89100002,10899997,-89100003,891000,-89100003000,89100001000,89100002000,891000,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL
